page,edit_id,timestamp,summary
page,edit_id,timestamp,summary
[[en:Asterix and Caesar's Gift]],825645111,2018-02-14T15:38:44Z,/* Synopsis */ added the bit about Influenza
[[en:Asterix and Caesar's Gift]],825644262,2018-02-14T15:33:23Z,/* Synopsis */ reduced synopsis per template message
"[[en:Lipka, Lubusz Voivodeship]]",825637661,2018-02-14T14:41:48Z,Undid revision 641060978 by [[Special:Contributions/80.136.90.187|80.136.90.187]] ([[User talk:80.136.90.187|talk]])
"[[en:Sulice, Poland]]",825637593,2018-02-14T14:41:21Z,Undid revision 640064512 by [[Special:Contributions/80.136.78.23|80.136.78.23]] ([[User talk:80.136.78.23|talk]])
"[[en:Zielin, Pomeranian Voivodeship]]",825637486,2018-02-14T14:40:42Z,Undid revision 812238721 by [[Special:Contributions/Renekm|Renekm]] ([[User talk:Renekm|talk]])
[[en:Trzebnik]],825637400,2018-02-14T14:40:00Z,"article is about one village, not the history of territorial changes in Poland"
"[[en:Dobrzyń, West Pomeranian Voivodeship]]",825637300,2018-02-14T14:39:08Z,Undid revision 733496325 by [[Special:Contributions/80.136.95.74|80.136.95.74]] ([[User talk:80.136.95.74|talk]])
"[[en:Ujście, Braniewo County]]",825637239,2018-02-14T14:38:41Z,Undid revision 640831747 by [[Special:Contributions/80.136.74.137|80.136.74.137]] ([[User talk:80.136.74.137|talk]])
[[en:Bemowizna]],825637050,2018-02-14T14:37:10Z,Undid revision 640830376 by [[Special:Contributions/80.136.74.137|80.136.74.137]] ([[User talk:80.136.74.137|talk]])
"[[en:Działy, Warmian-Masurian Voivodeship]]",825636946,2018-02-14T14:36:35Z,Undid revision 640830497 by [[Special:Contributions/80.136.74.137|80.136.74.137]] ([[User talk:80.136.74.137|talk]])
"[[en:Zielonczyn, West Pomeranian Voivodeship]]",825636873,2018-02-14T14:36:03Z,Undid revision 639811970 by [[Special:Contributions/62.155.207.105|62.155.207.105]] ([[User talk:62.155.207.105|talk]])
[[en:User talk:Roberto Antonelli]],825636559,2018-02-14T14:33:18Z,/* February 2018 */ new section
[[en:Giorgio Pestelli]],825635775,2018-02-14T14:28:20Z,ce
[[en:Giorgio Pestelli]],825635689,2018-02-14T14:27:47Z,removed opinion
[[en:Bertie Auld]],825635357,2018-02-14T14:25:22Z,minor copyedit
[[en:Helmet (band)]],825631448,2018-02-14T13:56:18Z,"/* Early years (1989–1991) */ typo, missed a word in title"
[[en:Helmet (band)]],825631365,2018-02-14T13:55:36Z,"/* Early years (1989–1991) */ copyedit, expanded ref"
[[en:Helmet (band)]],825630574,2018-02-14T13:49:38Z,/* Early years (1989–1991) */ source says then-wife
[[en:Helmet (band)]],825630405,2018-02-14T13:48:14Z,fixed wikilink to past members
[[en:Helmet (band)]],825630175,2018-02-14T13:46:20Z,"found a source for the ""thinking man's metal"" bit"
[[en:Helmet (band)]],825627899,2018-02-14T13:28:10Z,Undid revision 825614440 by [[Special:Contributions/Roberto Antonelli|Roberto Antonelli]] ([[User talk:Roberto Antonelli|talk]]) revert unexplained removal of sourced material
[[en:Shaun White]],825563817,2018-02-14T03:18:31Z,fixed disambig
[[en:Ah! My Goddess: The Movie]],825555649,2018-02-14T02:07:49Z,plot summary shortened
[[en:Ah! My Goddess: The Movie]],825555613,2018-02-14T02:07:28Z,"/* Plot */ shortened plot summary, per template"
[[en:Talk:Corey Stewart (politician)]],825521946,2018-02-13T21:46:38Z,/* Recent anon IP edits */ new section
[[en:User talk:172.58.185.104]],825521708,2018-02-13T21:45:02Z,hello
[[en:Corey Stewart (politician)]],825521463,2018-02-13T21:43:31Z,undid rest of vandalism
[[en:Corey Stewart (politician)]],825521375,2018-02-13T21:43:00Z,Undid revision 825519202 by [[Special:Contributions/172.58.185.104|172.58.185.104]] ([[User talk:172.58.185.104|talk]]) revery POV edits by anon IP vandal. Discuss before edit warring
"[[en:Gronówko, Warmian-Masurian Voivodeship]]",825510101,2018-02-13T20:26:46Z,Undid revision 640830700 by [[Special:Contributions/80.136.74.137|80.136.74.137]] ([[User talk:80.136.74.137|talk]])
[[en:Palle Danielsson]],825501098,2018-02-13T19:20:22Z,allmusic is not a reference
[[en:Palle Danielsson]],825501032,2018-02-13T19:19:47Z,/* Career */ grammar
[[en:Palle Danielsson]],825500957,2018-02-13T19:19:18Z,/* Career */ fluff
[[en:Palle Danielsson]],825500921,2018-02-13T19:19:01Z,/* Career */ punc
[[en:Palle Danielsson]],825500863,2018-02-13T19:18:34Z,rewrote lead
[[en:Kwidzyn]],825500588,2018-02-13T19:16:41Z,Undid revision 825498367 by [[Special:Contributions/2A02:587:2406:6500:F1CA:72B3:CFCD:1E82]] rv
[[en:National Policy Institute]],825489106,2018-02-13T17:59:16Z,moved refs to end of sentence
[[en:National Policy Institute]],825489016,2018-02-13T17:58:40Z,"i checked the refs, they're all good, removed template"
[[en:Mojo Nixon]],825458542,2018-02-13T14:48:28Z,/* Acting and cultural parodies */ added exact date of the Henley incident
[[en:Mojo Nixon]],825458365,2018-02-13T14:47:12Z,"/* Acting and cultural parodies */ found a source, corrected some inaccuracies and unsupported bits."
[[en:Guts (album)]],825454376,2018-02-13T14:18:36Z,removed vague opinion
"[[en:Siedlisko, Krosno Odrzańskie County]]",825454119,2018-02-13T14:16:44Z,"article is about one village, not the history of territorial changes in Poland"
[[en:Mahendra Kapoor]],825454039,2018-02-13T14:16:11Z,removed vague opinion
[[en:Alt-right]],825449886,2018-02-13T13:41:26Z,"/* ""Alt-Left"" neologism */ conform more closely to source"
[[en:Talk:Alt-right]],825449158,2018-02-13T13:35:39Z,/* Should alt-left section even be on here? */
[[en:Alt-right]],825446752,2018-02-13T13:13:25Z,"/* ""Alt-Left"" neologism */ trimmed some redundant sentences, they're all saying the same thing over and over again, see talk page"
[[en:Suszyna]],825401030,2018-02-13T04:55:10Z,/* Observation Tower */ grammar
[[en:Pyszka]],825377310,2018-02-13T01:43:44Z,Undid revision 640919818 by [[Special:Contributions/80.136.86.194|80.136.86.194]] ([[User talk:80.136.86.194|talk]])
[[en:Jamestown (ship)]],825377040,2018-02-13T01:41:34Z,"/* Abandonment */ irrelevant, assumption is that people were sleeping when it ran aground"
"[[en:Tatarki, Lubusz Voivodeship]]",825376550,2018-02-13T01:37:54Z,Undid revision 641061412 by [[Special:Contributions/80.136.90.187|80.136.90.187]] ([[User talk:80.136.90.187|talk]])
"[[en:Święte, Lubusz Voivodeship]]",825376506,2018-02-13T01:37:37Z,Undid revision 641061368 by [[Special:Contributions/80.136.90.187|80.136.90.187]] ([[User talk:80.136.90.187|talk]])
[[en:Tolcz]],825374584,2018-02-13T01:23:12Z,Undid revision 640816671 by [[Special:Contributions/80.136.79.43|80.136.79.43]] ([[User talk:80.136.79.43|talk]])
[[en:William Snape]],825374520,2018-02-13T01:22:43Z,/* Personal life */ ce
[[en:William Snape]],825374439,2018-02-13T01:22:06Z,speculative
[[en:Perfect Square]],825373250,2018-02-13T01:12:11Z,removed opinion
"[[en:United States elections, 1874]]",825373064,2018-02-13T01:10:45Z,removed opinion
"[[en:United States presidential election in Oklahoma, 1968]]",825371993,2018-02-13T01:00:42Z,removed opinion
[[en:Five O'Clock World]],825371620,2018-02-13T00:56:54Z,/* In popular culture */ ce
[[en:Julian Chorążycki]],825357572,2018-02-12T23:02:51Z,since when do we note improper spellings of names?
[[en:International Conference to Review the Global Vision of the Holocaust]],825356830,2018-02-12T22:56:56Z,period inside quotes
[[en:International Conference to Review the Global Vision of the Holocaust]],825356796,2018-02-12T22:56:38Z,"compacted the citations, removed a couple of incomplete ones (there's too many anyway), removed excessive citation template"
[[en:Talk:Peter Brimelow]],825342350,2018-02-12T21:21:04Z,archived the forum stuff. see [[WP:NOTFORUM]]
[[en:Peter Brimelow]],825342053,2018-02-12T21:19:03Z,Undid revision 825323400 by [[Special:Contributions/94.118.243.30|94.118.243.30]] ([[User talk:94.118.243.30|talk]]) nice try
[[en:Alt-right]],825341479,2018-02-12T21:15:09Z,"/* ""Alt-Left"" neologism */ more punc"
[[en:Alt-right]],825341325,2018-02-12T21:14:10Z,"/* ""Alt-Left"" neologism */ period inside quotes"
[[en:Alt-right]],825341223,2018-02-12T21:13:28Z,/* Alt-Left */ because there is no actual alt-left
[[en:Alt-right]],825341047,2018-02-12T21:12:12Z,/* Alt-Left */ space
[[en:Alt-right]],825321735,2018-02-12T19:08:19Z,/* Alt-Left */ further trimming
[[en:Alt-right]],825321297,2018-02-12T19:05:06Z,/* Alt-Left */ missing quotes
[[en:Alt-right]],825321259,2018-02-12T19:04:50Z,"/* Alt-Left */ trimming, per suggestion on talk page"
[[en:Talk:Alt-right]],825320660,2018-02-12T19:00:38Z,/* Should alt-left section even be on here? */
[[en:Alt-right]],825320581,2018-02-12T19:00:07Z,"/* Alt-Left */ single opinion piece, no facts about an ""alt-left"" (since that's not a real thing)"
"[[en:Prętki, Braniewo County]]",825285457,2018-02-12T14:55:43Z,Undid revision 640831439 by [[Special:Contributions/80.136.74.137|80.136.74.137]] ([[User talk:80.136.74.137|talk]])
[[en:Philip Rashleigh (1729–1811)]],825285377,2018-02-12T14:55:05Z,shortened
[[en:The Daily Stormer]],825282382,2018-02-12T14:32:49Z,"/* Reaction */ wording, ""implications"" twice in a row was weird"
[[en:Ontario power plant scandal]],825193333,2018-02-12T00:34:39Z,still disputed
[[en:Jane Philpott]],825193173,2018-02-12T00:33:36Z,"/* Minister of Indigenous Services */ probably [[WP:UNDUE]]; in any case, the [[WP:OR]] in this sentence is a no-go anyway"
[[en:Sidney Blumenthal]],825056976,2018-02-11T06:32:49Z,"Undid revision 825056037 by [[Special:Contributions/BigJake54|BigJake54]] ([[User talk:BigJake54|talk]]) sorry, BigJake, that's not gonna fly"
[[en:Jamiel Altaheri]],825056869,2018-02-11T06:31:32Z,"sourced the ""first captain"" claim"
[[en:Jamiel Altaheri]],825056603,2018-02-11T06:28:15Z,"spacing, wikilink"
[[en:Jamiel Altaheri]],825056367,2018-02-11T06:25:40Z,"clarified, he's the executive officer of his precinct, not a ""police executive"""
[[en:Jamiel Altaheri]],825056207,2018-02-11T06:23:44Z,"spacing, first name repeated"
[[en:Jamiel Altaheri]],825056189,2018-02-11T06:23:25Z,he's a police officer
[[en:Jamiel Altaheri]],825056150,2018-02-11T06:22:55Z,copyedit
[[en:Fourteen Words]],825055700,2018-02-11T06:17:21Z,Undid revision 825043335 by [[Special:Contributions/70.15.237.224|70.15.237.224]] ([[User talk:70.15.237.224|talk]]) rv
[[en:Unite the Right rally]],825055630,2018-02-11T06:16:31Z,Undid revision 825053811 by [[Special:Contributions/108.220.100.24|108.220.100.24]] ([[User talk:108.220.100.24|talk]])rv
[[en:Corey Stewart (politician)]],824795583,2018-02-09T15:11:07Z,"actually, the source just says ""forgeries"""
[[en:Sidney Blumenthal]],824677230,2018-02-08T20:31:02Z,see previous comment
"[[en:Harbin Springs, California]]",824667377,2018-02-08T19:20:51Z,removed vague opinion
[[en:Mark Matejka]],824667256,2018-02-08T19:20:03Z,"format, reword"
[[en:Thomas F. Cole]],824664070,2018-02-08T18:58:34Z,grammar
[[en:Philadelphian cricket team in England in 1897]],824661780,2018-02-08T18:43:48Z,"reworded, re-ordered to run the Patterson sentences next to each other"
[[en:Andrew Lloyd Webber]],824640418,2018-02-08T16:13:34Z,/* 1990s */ wikilink
[[en:Andrew Lloyd Webber]],824640355,2018-02-08T16:13:08Z,/* 1990s */ reword
[[en:Bob Telson]],824638331,2018-02-08T15:58:10Z,/* Biography */ reword
[[en:Richard B. Spencer]],824638009,2018-02-08T15:55:50Z,not sure why the italics were there
[[en:Operation Eagle Claw]],824637674,2018-02-08T15:53:39Z,revert vandalism
[[en:Sidney Blumenthal]],824637545,2018-02-08T15:52:45Z,[[WP:UNDUE]] - we don't publish unsubstantiated accusations unless they receive extensive lasting coverage
[[en:Sidney Blumenthal]],824630893,2018-02-08T15:06:07Z,Undid revision 824565057 by [[Special:Contributions/71.172.144.147|71.172.144.147]] ([[User talk:71.172.144.147|talk]]) rv
[[en:Corey Stewart (politician)]],824626977,2018-02-08T14:39:38Z,/* Governor of Virginia */ restore removed material
[[en:Corey Stewart (politician)]],824626569,2018-02-08T14:37:08Z,"/* Immigration */ added update to law, expand ref"
[[en:Corey Stewart (politician)]],824619827,2018-02-08T13:39:23Z,"/* Immigration */ added detail regarding original form of the law, reference"
[[en:Talk:South African farm attacks]],824618351,2018-02-08T13:23:52Z,/* Lacks credibility */
"[[en:Enfield, New South Wales]]",824341882,2018-02-06T19:47:59Z,/* Commercial area */ unsourced trivia
"[[en:Washington, D.C.]]",824341613,2018-02-06T19:46:19Z,/* Media */ copyedit
[[en:Operation Petticoat]],824341065,2018-02-06T19:42:54Z,/* {{Visible anchor|1977 television series}} */ removed opinion
[[en:Jack Oakie]],824340939,2018-02-06T19:42:05Z,/* Film career */ removed opinion
[[en:Chimaira]],824340793,2018-02-06T19:41:06Z,/* The Impossibility of Reason (2003–2004) */ removed some unsourced potentially defamatory material
[[en:Wikipedia:Articles for deletion/Nial]],824339965,2018-02-06T19:35:19Z,/* Nial */ keep
[[en:Wikipedia:Articles for deletion/Beer Chang Stadium]],824338423,2018-02-06T19:25:37Z,/* Beer Chang Stadium */
[[en:Wikipedia:Articles for deletion/Pepper (cryptography)]],824335527,2018-02-06T19:06:40Z,/* Pepper (cryptography) */ typo
[[en:Wikipedia:Articles for deletion/Pepper (cryptography)]],824335429,2018-02-06T19:06:06Z,keep
[[en:Drought (sport)]],824329791,2018-02-06T18:26:10Z,/* Droughts by sport */ unsourced arbitrary trivia
[[en:Drought (sport)]],824329520,2018-02-06T18:24:22Z,/* Droughts by sport */ unsourced trivia
[[en:Wikipedia:Articles for deletion/Log/2018 February 6]],824328341,2018-02-06T18:16:26Z,Adding [[Wikipedia:Articles for deletion/Luke Whitehead]]
[[en:Wikipedia:Articles for deletion/Luke Whitehead]],824328338,2018-02-06T18:16:24Z,Creating deletion discussion for [[Luke Whitehead]]
[[en:Luke Whitehead]],824327857,2018-02-06T18:13:09Z,AfD: Nominated for deletion; see [[Wikipedia:Articles for deletion/Luke Whitehead]]
[[en:Luke Whitehead]],824327100,2018-02-06T18:08:00Z,/* Accident during game */ found a source that wasn't a Youtube video
[[en:Rose Fuller]],824326182,2018-02-06T18:01:27Z,typos
[[en:Mad Jack Fuller]],824325788,2018-02-06T17:59:34Z,/* Political career */ added info about plantation and slaves Mad Jack owned
[[en:Mad Jack Fuller]],824316552,2018-02-06T17:00:04Z,/* Political career */ removed opinion
"[[en:Abbotsford, Victoria]]",824310620,2018-02-06T16:16:31Z,/* Local landmarks */ copyedit and add wikilink
[[en:Bentley Priory]],824297659,2018-02-06T14:40:28Z,"/* School days */ found a reference for the pianos statement, but could verify that it was exactly 20 pianos"
[[en:Bentley Priory]],824297172,2018-02-06T14:36:28Z,/* School days */ wikilink
[[en:Bentley Priory]],824297119,2018-02-06T14:36:01Z,"/* School days */ ""the Great War"" ?  World War I is fine"
[[en:Bentley Priory]],824296909,2018-02-06T14:34:20Z,/* Queen Adelaide */ removed opinion
[[en:Wikipedia:Reliable sources/Noticeboard]],824296574,2018-02-06T14:31:35Z,/* Is Fox News a WP:RS */
[[en:Fire Island]],824294885,2018-02-06T14:18:06Z,"/* External links */ spam link, site sells T-shirts and such"
[[en:Triumph Books]],824293747,2018-02-06T14:09:58Z,reflist
[[en:Triumph Books]],824293428,2018-02-06T14:07:33Z,stub sorting
[[en:Triumph Books]],824292656,2018-02-06T14:01:22Z,stub
[[en:Triumph Books]],824292511,2018-02-06T14:00:20Z,added reference
[[en:Triumph Books]],824291997,2018-02-06T13:56:02Z,Triumph is no longer owned by Random House (the old redirect) - started a stub article
[[en:History of the National Hockey League on United States television]],824289888,2018-02-06T13:38:35Z,"/* 1975–79 (The NHL Network, CBS and USA Network) */ expanded reference"
[[en:History of the National Hockey League on United States television]],824289094,2018-02-06T13:31:54Z,"/* 1975–79 (The NHL Network, CBS and USA Network) */ slight rewrite, added reference"
[[en:History of the National Hockey League on United States television]],824287252,2018-02-06T13:15:27Z,"/* 1975–79 (The NHL Network, CBS and USA Network) */ already linked above"
[[en:History of the National Hockey League on United States television]],824286886,2018-02-06T13:11:50Z,"/* 1975–79 (The NHL Network, CBS and USA Network) */ fixed wikilink, removed some unsourced [[WP:OR]]"
[[en:History of the National Hockey League on United States television]],824286186,2018-02-06T13:05:28Z,/* 1972–75 (NBC) */ removed opinion
[[en:Matchless Raijin-Oh]],824286125,2018-02-06T13:04:51Z,/* Cultural Impact */ removed opinion
[[en:Drought (sport)]],824286011,2018-02-06T13:03:48Z,/* Cities with significant droughts */ irrelevant
[[en:Drought (sport)]],824285930,2018-02-06T13:03:01Z,"/* Cities with significant droughts */ 30 years between World Series wins is a blip compared to the more notable droughts, and the city has no NBA or NHL team, so this is not a notable former drought"
[[en:Drought (sport)]],824285810,2018-02-06T13:01:52Z,"/* Cities with significant droughts */ unsourced, not particularly notable, not current"
[[en:Joyce Selznick]],824213227,2018-02-06T00:23:14Z,/* Career */ brevity
[[en:Rowan & Martin's Laugh-In]],824213017,2018-02-06T00:21:34Z,/* Post Laugh-In */ broke into 2 paragraphs
[[en:Rowan & Martin's Laugh-In]],824212921,2018-02-06T00:20:41Z,/* Post Laugh-In */ trimmed
"[[en:Podleśne, Braniewo County]]",824212753,2018-02-06T00:19:15Z,Undid revision 640831375 by [[Special:Contributions/80.136.74.137|80.136.74.137]] ([[User talk:80.136.74.137|talk]])
[[en:Jażdże]],824212703,2018-02-06T00:18:53Z,Undid revision 640919681 by [[Special:Contributions/80.136.86.194|80.136.86.194]] ([[User talk:80.136.86.194|talk]])
[[en:Canadian Red Ensign]],824192640,2018-02-05T21:44:15Z,redlink
[[en:Canadian Red Ensign]],824192609,2018-02-05T21:43:57Z,Undid revision 824157526 by [[Special:Contributions/Stratojet94|Stratojet94]] ([[User talk:Stratojet94|talk]]) entirely unsourced and sounds like the original research of the author
[[en:User talk:Jwl220d]],824182276,2018-02-05T20:29:30Z,query
[[en:South African farm attacks]],824181021,2018-02-05T20:19:36Z,/* Possible motives */  expanded ref
[[en:South African farm attacks]],824180566,2018-02-05T20:15:49Z,"/* Possible motives */ fix reference format, removed [[WP:OR]], and removed a reference and accompanying text that said nothing about human rights groups or general messaging"
[[en:Cloverfield (franchise)]],824179532,2018-02-05T20:07:43Z,awkward wording
"[[en:Kamieniec, Warmian-Masurian Voivodeship]]",823897266,2018-02-04T02:20:19Z,Undid revision 691986773 by [[Special:Contributions/80.136.88.31|80.136.88.31]] ([[User talk:80.136.88.31|talk]])
[[en:Kobacz]],823897181,2018-02-04T02:19:36Z,"article is about one village, not the history of territorial changes in Poland"
"[[en:Borzęcino, Gmina Barwice]]",823897134,2018-02-04T02:19:12Z,unsourced
"[[en:Borzęcino, Gmina Barwice]]",823897112,2018-02-04T02:19:01Z,"article is about one village, not the history of territorial changes in Poland"
[[en:The Safety Dance]],823896722,2018-02-04T02:15:12Z,"Undid revision 823739516 by [[Special:Contributions/Synthwave.94|Synthwave.94]] ([[User talk:Synthwave.94|talk]]) suggest you check [[Template:Cite_book]], which clearly includes access-date as a parameter"
[[en:Six Flags Great Adventure]],823896165,2018-02-04T02:10:05Z,"Undid revision 823848413 by [[Special:Contributions/24.46.89.83|24.46.89.83]] ([[User talk:24.46.89.83|talk]]) unsourced, dubious"
[[en:1977 Swedish Grand Prix]],823895964,2018-02-04T02:08:09Z,west germany
[[en:1977 Swedish Grand Prix]],823895848,2018-02-04T02:07:07Z,expanded ref
[[en:1977 Swedish Grand Prix]],823895747,2018-02-04T02:06:18Z,removed opinion
[[en:Klaus Wunderlich]],823651883,2018-02-02T15:32:10Z,see [[WP:HTRIV]]
[[en:Cell (film)]],823651677,2018-02-02T15:30:39Z,Undid revision 823597016 by [[Special:Contributions/2605:6000:6546:1C00:C4B2:37E5:FA32:1BEA]] revert vandalism
[[en:Operation Eagle Claw]],823538625,2018-02-01T21:28:39Z,Undid revision 823337392 by [[Special:Contributions/216.239.250.4|216.239.250.4]] ([[User talk:216.239.250.4|talk]]) unsourced [[WP:OR]]
[[en:David Lane (white supremacist)]],823537651,2018-02-01T21:21:49Z,Undid revision 823368517 by [[Special:Contributions/69.146.215.98|69.146.215.98]] ([[User talk:69.146.215.98|talk]]) unsourced
[[en:Cell (film)]],823532046,2018-02-01T20:42:58Z,overlong synopsis
[[en:Happiness! (visual novel)]],823527055,2018-02-01T20:08:12Z,/* Characters */ fixed wikilink
[[en:Happiness! (visual novel)]],823526886,2018-02-01T20:07:07Z,/* Characters */ grammar and tone; this is an unsourced sentence that also doesn't mean anything
[[en:Wikipedia:Articles for deletion/Jordan Wayne Lee]],823526624,2018-02-01T20:05:18Z,/* Jordan Wayne Lee */ delete
[[en:Mallrats]],823526293,2018-02-01T20:03:12Z,"unsourced, and trivial, and in the wrong section anyway"
[[en:Tillotama Shome]],823174667,2018-01-30T18:16:41Z,fixed grammar mess
[[en:Meher Vij]],823148876,2018-01-30T15:09:46Z,granmar fixes
[[en:Sylvester Earl Powell]],823148714,2018-01-30T15:08:35Z,removed the peacock fluff
[[en:User talk:Pingu4581]],823005380,2018-01-29T19:33:02Z,/* Speak as you wish... */
[[en:The Safety Dance]],822703840,2018-01-28T00:40:21Z,reinstate access date
[[en:Split screen (video production)]],822580412,2018-01-27T06:04:33Z,Undid revision 822344341 by [[Special:Contributions/2602:306:83B2:9800:E8D0:3528:3556:BF0]] unsourced tribvia
[[en:The Safety Dance]],822333635,2018-01-25T19:43:00Z,/* In popular culture */ expanded ref
[[en:The Safety Dance]],822332356,2018-01-25T19:34:36Z,"/* In popular culture */ added parody info, with source"
[[en:Helmet (band)]],822329496,2018-01-25T19:18:39Z,/* Reunion (2004–present) */ update
[[en:Helmet (band)]],822327551,2018-01-25T19:06:42Z,/* Early years (1989–1991) */ expanded source
[[en:Helmet (band)]],822323048,2018-01-25T18:39:12Z,"/* Early years (1989–1991) */ notable mention of band's look, with source"
[[en:John B. Sebastian (album)]],822317783,2018-01-25T18:04:50Z,"/* 1968: Going solo, recording and first single */ run-on sentence"
[[en:One Son]],822317545,2018-01-25T18:03:20Z,/* Themes */ [[WP:OR]]
[[en:Joyce Selznick]],822317381,2018-01-25T18:02:32Z,brevity
[[en:Boy Scouts of America]],822316481,2018-01-25T17:57:17Z,Undid revision 822310841 by [[Special:Contributions/2600:1004:B129:2E84:9827:5412:69D8:B085]] rv
[[en:Unite the Right rally]],822288426,2018-01-25T14:30:03Z,"Undid revision 822288342 by [[Special:Contributions/81.175.13.86|81.175.13.86]] ([[User talk:81.175.13.86|talk]]) here we go again, time for page protection"
[[en:The Night Begins to Shine]],822287317,2018-01-25T14:19:50Z,minor copydits
[[en:Richard B. Spencer]],822284558,2018-01-25T13:57:57Z,"/* Economics */ Vox source says ""national healtcare"" not ""socialized medicine.""  Also say he mocked the GOP, not Reagan"
[[en:Richard B. Spencer]],822282089,2018-01-25T13:39:18Z,/* Economics */ opinion piece and from a non-[[WP:RS]] to boot
[[en:Richard B. Spencer]],822281521,2018-01-25T13:34:26Z,"/* Economics */ source mentions a different white supremacist as being anti-capitalist, not Spencer"
[[en:Richard Holbrooke]],822279835,2018-01-25T13:20:34Z,Undid revision 822026514 by [[Special:Contributions/174.60.84.2|174.60.84.2]] ([[User talk:174.60.84.2|talk]]) inaccurate change
[[en:Flight and expulsion of Germans (1944–50)]],822279585,2018-01-25T13:18:12Z,"Undid revision 821927856 by [[Special:Contributions/Ernio48|Ernio48]] ([[User talk:Ernio48|talk]]) this is more specific and an improvement in every way; if you think other editors will agree with you, start a talk page discussion"
[[en:Chuck Schumer]],822279446,2018-01-25T13:17:05Z,"plagiarism, [[WP:UNDUE]], opinion piece, etc."
[[en:SPAD S.XIII]],821882941,2018-01-23T04:38:58Z,/* Operational history */ extraneous opinion
[[en:Moritz Bauer]],821882768,2018-01-23T04:37:15Z,/* Personal life */ grammar and punc
[[en:Bill Eyden]],821882536,2018-01-23T04:35:08Z,"redundant, already in the first sentence"
[[en:Bill Eyden]],821882460,2018-01-23T04:34:22Z,unsourced random address
[[en:Bill Eyden]],821882258,2018-01-23T04:32:40Z,trimmed some excess verbiage
[[en:Gordon Holmes Alexander MacMillan]],821882021,2018-01-23T04:30:31Z,/* Between the wars */ removed opinion
[[en:Maria Ressa]],821881825,2018-01-23T04:28:54Z,removed opinion
[[en:Charlie Clouser]],821881763,2018-01-23T04:28:27Z,italics
[[en:Charlie Clouser]],821881655,2018-01-23T04:27:43Z,format error
[[en:Charlie Clouser]],821881619,2018-01-23T04:27:22Z,parentheses
[[en:Charlie Clouser]],821881543,2018-01-23T04:26:50Z,removed opinion
[[en:Flight and expulsion of Germans (1944–50)]],821880774,2018-01-23T04:19:47Z,"this is getting ridiculous. ""The now-Polish Silesia""? That's not even proper English. I suggest you start an RfC if you're not willing to discuss on the talk page, because this is going nowhere."
[[en:Mike Walker (columnist)]],821643508,2018-01-21T19:22:36Z,minor edits
[[en:Jared Taylor]],821637113,2018-01-21T18:39:07Z,specified it was not a paper magazine
[[en:Talk:Mallrats]],821636761,2018-01-21T18:36:33Z,/* Mallrats is not a prequel */ yes
[[en:Mallrats]],821636719,2018-01-21T18:36:16Z,"removed, see talk"
[[en:Mallrats]],821636521,2018-01-21T18:34:45Z,/* Plot */ tightened up plot summary
[[en:Mallrats]],821635914,2018-01-21T18:29:25Z,confusing and unnecessary
[[en:Flight and expulsion of Germans (1944–50)]],821635660,2018-01-21T18:27:26Z,Undid revision 821565729 by [[Special:Contributions/Ernio48|Ernio48]] ([[User talk:Ernio48|talk]]) It's obviously Polish Silesia if they were leaving. I don't see a good reason for excluding the word. Discuss on talk
[[en:Kickstart My Heart]],821556313,2018-01-21T05:59:47Z,removed unsourced original research
[[en:Dave Pasch]],821556173,2018-01-21T05:58:39Z,"Undid revision 821551390 by [[Special:Contributions/47.145.222.43|47.145.222.43]] ([[User talk:47.145.222.43|talk]]) sorry, it received coverage in reliable sources"
[[en:Talk:Jared Taylor]],821477779,2018-01-20T18:47:03Z,/* Semi-protected edit request on 20 January 2018 */
[[en:Flight and expulsion of Germans (1944–50)]],821475643,2018-01-20T18:30:33Z,this should do
[[en:Fredrick Brennan]],821448816,2018-01-20T15:07:59Z,Undid revision 821390177 by [[Special:Contributions/2600:1700:A3E1:D00:997A:5D81:8A27:907F]] unsourced and undue
[[en:Dave Pasch]],821448266,2018-01-20T15:03:16Z,revert vandalism
[[en:Flight and expulsion of Germans (1944–50)]],821448168,2018-01-20T15:02:38Z,"Undid revision 820634627 by [[Special:Contributions/Ernio48|Ernio48]] ([[User talk:Ernio48|talk]]) discuss on talk, per [[WP:CYCLE]]"
[[en:Potsdam Agreement]],820628471,2018-01-15T18:29:44Z,"/* Territorial changes */ unsourced, sounds like [[WP:OR]]"
[[en:Flight and expulsion of Germans (1944–50)]],820628224,2018-01-15T18:27:57Z,"If they were leaving for Allied-occupied Germany, this implies the war was over and the Potsdam conference had already made Silesia part of Poland"
[[en:South African farm attacks]],820627600,2018-01-15T18:24:04Z,source was an editorial clearly marked as an an opinion column; not remotely usable
[[en:Richard B. Spencer]],820511735,2018-01-15T02:29:50Z,"Undid revision 820509614 by [[Special:Contributions/NOrbeck|NOrbeck]] ([[User talk:NOrbeck|talk]]) source says ""Hail"""
[[en:User talk:71.218.227.95]],820511533,2018-01-15T02:28:28Z,[[WP:AES|←]]Created page with '{{subst:uw-disruptive3|Drew Brown (musician)}} ~~~~'
[[en:Drew Brown (musician)]],820511352,2018-01-15T02:27:21Z,Undid revision 820510585 by [[Special:Contributions/71.218.227.95|71.218.227.95]] ([[User talk:71.218.227.95|talk]]) not according to the source
[[en:Walter Spencer Avis]],820508861,2018-01-15T02:10:54Z,/* Positions and Honours */ copyedit
