page,edit_id,timestamp,summary
[[en:Michael Michael]],796925870,2017-08-23T21:56:29Z,Good grief! [[WP:CIR|The subject is not even mentioned under this heading now]]
[[en:Wikipedia:Administrators' noticeboard/Incidents]],796925771,2017-08-23T21:55:21Z,/* Mass deletions and edit warring across celebrity articles by Hillbillyholiday */ even more absolutely incredible
[[en:Michael Michael]],796924425,2017-08-23T21:43:35Z,Reverted edits by [[Special:Contribs/Tenebrae|Tenebrae]] ([[User talk:Tenebrae|talk]]) to last version by Hillbillyholiday
[[en:Wikipedia:Administrators' noticeboard/Incidents]],796923824,2017-08-23T21:38:37Z,/* Mass deletions and edit warring across celebrity articles by Hillbillyholiday */ absolutely incredible
[[en:Michael Michael]],796922143,2017-08-23T21:24:07Z,Reverted edits by [[Special:Contribs/Tenebrae|Tenebrae]] ([[User talk:Tenebrae|talk]]) to last version by Hillbillyholiday
[[en:Wikipedia:Deletion review/Log/2017 August 23]],796908004,2017-08-23T19:35:49Z,"ok, thanks"
[[en:Wikipedia:Deletion review/Log/2017 August 23]],796904082,2017-08-23T19:02:34Z,confused
[[en:User talk:Flyer22 Reborn]],796898477,2017-08-23T18:22:36Z,/* Your AN/I report */ How impressively Machiavellian!
[[en:User talk:Flyer22 Reborn]],796894449,2017-08-23T17:55:02Z,/* Your AN/I report */ some advice
[[en:Wikipedia:Administrators' noticeboard/Incidents]],796887860,2017-08-23T17:11:02Z,/* Mass deletions and edit warring across celebrity articles by Hillbillyholiday */ last
[[en:Muhammadu Buhari]],796885114,2017-08-23T16:51:21Z,Reverted edits by [[Special:Contribs/24.184.242.190|24.184.242.190]] ([[User talk:24.184.242.190|talk]]) to last version by Hillbillyholiday
[[en:User talk:Hillbillyholiday]],796885077,2017-08-23T16:51:03Z,"Undid revision 796884709 by [[Special:Contributions/Anakimi|Anakimi]] ([[User talk:Anakimi|talk]]) Yes, yes. Noted. Thanks."
[[en:Diezani Alison-Madueke]],796884906,2017-08-23T16:49:51Z,revert dodgy edits
[[en:Muhammadu Buhari]],796884582,2017-08-23T16:47:49Z,Reverted edits by [[Special:Contribs/24.184.242.190|24.184.242.190]] ([[User talk:24.184.242.190|talk]]) to last version by AnnabelAbdiel
[[en:Wikipedia:Requests for page protection]],796884038,2017-08-23T16:44:01Z,/* Current requests for increase in protection level */ [[Michael MIchael]]
[[en:Michael Michael]],796883183,2017-08-23T16:38:00Z,Reverted edits by [[Special:Contribs/2.97.206.204|2.97.206.204]] ([[User talk:2.97.206.204|talk]]) to last version by Hillbillyholiday
[[en:Michael Michael]],796878789,2017-08-23T16:11:40Z,Reverted edits by [[Special:Contribs/2.97.206.204|2.97.206.204]] ([[User talk:2.97.206.204|talk]]) to last version by Hillbillyholiday
[[en:Cristiano Ronaldo]],796874851,2017-08-23T15:48:49Z,"[[user:Purij|Purij]], contribute to the talkpage discussion if you wish, but the material stays out until consensus is reached. (You'll have to re-do your previous edit, soz.)"
[[en:Wikipedia talk:WikiProject Women in Red]],796874087,2017-08-23T15:44:07Z,/* Norma Stitz */ fix indent
[[en:Wikipedia talk:WikiProject Women in Red]],796873993,2017-08-23T15:43:40Z,/* Norma Stitz */ cheers
[[en:Cristiano Ronaldo]],796871284,2017-08-23T15:25:03Z,"It IS being 'discussed' on talkpage, and there's no consensus to reinclude any of this largely BLP violating content yet."
[[en:Wikipedia:Administrators' noticeboard/Incidents]],796870448,2017-08-23T15:20:01Z,"/* Mass deletions and edit warring across celebrity articles by Hillbillyholiday */ massive, massive sigh"
[[en:Wikipedia:Deletion review/Log/2017 August 23]],796865791,2017-08-23T14:43:07Z,Freudian slip
[[en:Wikipedia:Deletion review/Log/2017 August 23]],796865051,2017-08-23T14:36:10Z,more reasons
[[en:Leonardo da Vinci]],796859966,2017-08-23T13:52:49Z,"Undid revision 796858606 by [[Special:Contributions/Genevieve81|Genevieve81]] ([[User talk:Genevieve81|talk]]) In fact, this is open to interpretation -- it has been argued by Kemp that Lomazzo could've been referring to one painting."
[[en:Wikipedia talk:WikiProject Women in Red]],796859477,2017-08-23T13:48:25Z,/* Norma Stitz */ new section
[[en:Wikipedia:Deletion review/Log/2017 August 23]],796855907,2017-08-23T13:16:38Z,re-open
[[en:Wikipedia:Deletion review/Log/2017 August 23]],796855014,2017-08-23T13:08:09Z,[[Norma Stitz]]
[[en:Wikipedia:Articles for deletion/Norma Stitz (2nd nomination)]],796853643,2017-08-23T12:55:13Z,"Sorry, I cannot accept a non-admin supervote close on this"
[[en:Norma Stitz]],796852722,2017-08-23T12:46:21Z,"restore AfD tag, this hasn't been properly discussed yet"
[[en:Wikipedia:Articles for deletion/Norma Stitz (2nd nomination)]],796852149,2017-08-23T12:42:06Z,"link, ce"
[[en:Wikipedia:Articles for deletion/Norma Stitz (2nd nomination)]],796851944,2017-08-23T12:40:13Z,Undid revision 796850544 by [[Special:Contributions/KGirlTrucker81|KGirlTrucker81]] ([[User talk:KGirlTrucker81|talk]])
[[en:Janice Dickinson]],796850696,2017-08-23T12:30:10Z,Filled in 2 bare reference(s) with [[:en:WP:REFILL|reFill]] ()
[[en:Simon Halabi]],796850631,2017-08-23T12:29:44Z,/* Downfall and bankruptcy */ uncited
[[en:Janice Dickinson]],796850469,2017-08-23T12:28:16Z,/* Personal life */ better source
[[en:Janice Dickinson]],796850339,2017-08-23T12:27:04Z,/* Personal life */ uncited allegations of pedophilia...
[[en:Simon Halabi]],796850158,2017-08-23T12:25:24Z,/* Criminal trial */ outcome?
[[en:William Roache]],796849658,2017-08-23T12:20:07Z,/* Personal life */ misleading info from the mirror
[[en:William Roache]],796849169,2017-08-23T12:15:28Z,"/* Arrest, trial and acquittal */ trim tabloid"
[[en:William Roache]],796848899,2017-08-23T12:12:31Z,"/* Arrest, trial and acquittal */ dup refs"
[[en:Michael Michael]],796847968,2017-08-23T12:02:21Z,Reverted edits by [[Special:Contribs/2.97.206.204|2.97.206.204]] ([[User talk:2.97.206.204|talk]]) to last version by Hillbillyholiday
[[en:Michael Michael]],796844040,2017-08-23T11:20:56Z,Reverted edits by [[Special:Contribs/2.97.206.204|2.97.206.204]] ([[User talk:2.97.206.204|talk]]) to last version by Hillbillyholiday
[[en:Talk:Cristiano Ronaldo]],796843765,2017-08-23T11:18:02Z,/* Sources and undue/irrelevant info */ ]]
[[en:Talk:Cristiano Ronaldo]],796843732,2017-08-23T11:17:38Z,/* Sources and undue/irrelevant info */ reply
[[en:Cristiano Ronaldo]],796843345,2017-08-23T11:13:41Z,Remove per [[WP:BLPSOURCES]]. Please leave out pending discussion
[[en:Talk:Cristiano Ronaldo]],796843316,2017-08-23T11:13:26Z,/* Sources and undue/irrelevant info */ new section
[[en:Cristiano Ronaldo]],796841692,2017-08-23T10:56:19Z,unexplained restoration
[[en:Lee Ryan]],796784389,2017-08-23T01:41:29Z,omg! decent secondary source alert!
[[en:Lee Ryan]],796783960,2017-08-23T01:38:23Z,Filled in 1 bare reference(s) with [[:en:WP:REFILL|reFill]] ()
[[en:Lee Ryan]],796783749,2017-08-23T01:36:46Z,"shift cbbuk, BLP sources, cut some irrelevant stuff"
[[en:Wikipedia:Articles for deletion/Norma Stitz (2nd nomination)]],796781488,2017-08-23T01:18:45Z,Creating deletion discussion for [Norma Stitz]]
[[en:Norma Stitz]],796780111,2017-08-23T01:08:20Z,AfD: Nominated for deletion; see [[Wikipedia:Articles for deletion/Norma Stitz (2nd nomination)]]
[[en:Norma Stitz]],796779810,2017-08-23T01:06:01Z,AfD: Nominated for deletion; see [[Wikipedia:Articles for deletion/Norma Stitz]]
[[en:Nick Bateman (television personality)]],796769641,2017-08-22T23:40:21Z,tag
[[en:Tila Tequila]],796769262,2017-08-22T23:36:18Z,/* Support for Hitler and antisemitism */ ce
[[en:Tila Tequila]],796769068,2017-08-22T23:34:17Z,/* Personal life */ not worth sorting out
[[en:Tila Tequila]],796768857,2017-08-22T23:32:09Z,"/* 2010–2014: Welcome to the Darkside, sex tapes controversy and hiatus */ BLP sources"
[[en:Nadia Almada]],796768319,2017-08-22T23:26:05Z,/* Ultimate Big Brother */ cn
[[en:Lewis Bloor]],796767274,2017-08-22T23:14:54Z,/* Personal life */ these reality tv stars have probably all dated each other twice by now
[[en:Ryan Giggs]],796766315,2017-08-22T23:05:14Z,/* Family */ BLP sources
[[en:Sarah Harding]],796749435,2017-08-22T20:45:08Z,Reverted edits by [[Special:Contribs/2A00:23C4:DFB5:1100:44CF:783E:A49A:1149|2A00:23C4:DFB5:1100:44CF:783E:A49A:1149]] ([[User talk:2A00:23C4:DFB5:1100:44CF:783E:A49A:1149|talk]]) to last version by Pam-javelin
[[en:Cristiano Ronaldo]],796748961,2017-08-22T20:42:20Z,"/* Personal life */ maybe file blood donation under ""Philanthropy"""
[[en:Cristiano Ronaldo]],796748721,2017-08-22T20:40:46Z,/* Personal life */ doesn't he have a proper biography where this sort of personal info could be found?
[[en:Cristiano Ronaldo]],796747809,2017-08-22T20:35:11Z,/* Personal life */ BLP sources
[[en:Cristiano Ronaldo]],796747634,2017-08-22T20:33:59Z,"/* Personal life */ ""accused"""
[[en:Cristiano Ronaldo]],796747361,2017-08-22T20:31:53Z,"/* Personal life */ BLP sources, inconsequential"
[[en:Cristiano Ronaldo]],796747102,2017-08-22T20:30:02Z,"/* Personal life */ trim, BLP sources"
[[en:Cristiano Ronaldo]],796746712,2017-08-22T20:27:27Z,/* Outside football */ do we have to mention it?
[[en:John Leech (politician)]],796742529,2017-08-22T20:01:08Z,trim
[[en:Justine Greening]],796742068,2017-08-22T19:57:46Z,tag
[[en:Justine Greening]],796741986,2017-08-22T19:57:08Z,/* Personal life */ BLP sources
[[en:David Hunt (gangster)]],796738990,2017-08-22T19:35:34Z,Filled in 2 bare reference(s) with [[:en:WP:REFILL|reFill]] ()
[[en:David Hunt (gangster)]],796738725,2017-08-22T19:33:34Z,talkpage fodder
[[en:David Hunt (gangster)]],796738628,2017-08-22T19:32:48Z,BLP sources
[[en:Rihanna]],796702012,2017-08-22T15:40:16Z,Filled in 1 bare reference(s) with [[:en:WP:REFILL|reFill]] ()
[[en:Rihanna]],796701601,2017-08-22T15:37:24Z,/* Public image */ a description of every single one of her 20-odd tattoos? really?
[[en:Rihanna]],796700623,2017-08-22T15:30:24Z,/* Public image */ all this ranking...
[[en:Rihanna]],796699975,2017-08-22T15:25:18Z,/* Public image */ trim
[[en:Rihanna]],796699641,2017-08-22T15:22:40Z,/* Public image */ tabloid opinion
[[en:Brian McFadden]],796685197,2017-08-22T13:33:39Z,/* Personal life */ BLP sources
[[en:Stuart Campbell (game journalist)]],796682382,2017-08-22T13:11:06Z,"An ""arrest"" section heading is too much and we should wait until this case is resolved."
[[en:Willie Thorne]],796670086,2017-08-22T11:21:49Z,Filled in 3 bare reference(s) with [[:en:WP:REFILL|reFill]] ()
[[en:Willie Thorne]],796670016,2017-08-22T11:21:03Z,/* Personal life */ better sources
[[en:Hannah Spearritt]],796669115,2017-08-22T11:12:00Z,/* Personal life */ trim
[[en:Kirsty Gallacher]],796668589,2017-08-22T11:06:50Z,/* Personal life */ BLP sources
[[en:Harvey (MC)]],796668284,2017-08-22T11:03:46Z,/* Personal life */ BLP sources
[[en:User talk:MarnetteD]],796666498,2017-08-22T10:44:43Z,/* Eclipse */ apols
[[en:David Hockney]],796660722,2017-08-22T09:42:45Z,Reverted edits by [[Special:Contribs/BarnStocker|BarnStocker]] ([[User talk:BarnStocker|talk]]) to last version by SoWhy
[[en:Tulisa]],796615097,2017-08-22T01:30:03Z,/* Assault */ gah
[[en:Tulisa]],796614910,2017-08-22T01:28:47Z,/* Drugs */ not necessary
[[en:Chris Herbert]],796614665,2017-08-22T01:26:50Z,/* Tulisa Contostavlos Sex tape */ yuk
"[[en:Solar eclipse of May 3, 1715]]",796613377,2017-08-22T01:17:09Z,ce
"[[en:Solar eclipse of May 3, 1715]]",796612933,2017-08-22T01:13:30Z,ce
[[en:Baily's beads]],796611080,2017-08-22T00:59:00Z,/* History */ fix
[[en:Baily's beads]],796610944,2017-08-22T00:57:59Z,/* History */ condense
[[en:Michael Michael]],796609471,2017-08-22T00:47:03Z,Filled in 2 bare reference(s) with [[:en:WP:REFILL|reFill]] ()
[[en:Michael Michael]],796609371,2017-08-22T00:46:08Z,yikes
[[en:Aaron Sidwell]],796607859,2017-08-22T00:33:35Z,"uncited, tabloid, merge"
[[en:Renée Zellweger]],796605705,2017-08-22T00:13:42Z,Filled in 20 bare reference(s) with [[:en:WP:REFILL|reFill]] ()
[[en:Renée Zellweger]],796605408,2017-08-22T00:10:59Z,/* Relationships */ better sources
[[en:Liz Dawn]],796598173,2017-08-21T23:04:56Z,"better sources, cut extraneous, ce"
[[en:Rebecca Loos]],796594866,2017-08-21T22:33:55Z,Filled in 3 bare reference(s) with [[:en:WP:REFILL|reFill]] ()
[[en:User talk:Hillbillyholiday]],796594423,2017-08-21T22:29:37Z,I wish i had nine lives / I bet it feels real nice
[[en:User talk:Hillbillyholiday]],796594251,2017-08-21T22:27:56Z,I wish i had nine lives / I bet feels real nice
[[en:Rebecca Loos]],796593963,2017-08-21T22:25:16Z,refs
[[en:Kriss Akabusi]],796576642,2017-08-21T20:01:00Z,largely uncited
[[en:Kriss Akabusi]],796576389,2017-08-21T19:59:11Z,/* Television work */  condense
[[en:Kriss Akabusi]],796575372,2017-08-21T19:51:04Z,/* Honours */ ce
[[en:Kriss Akabusi]],796575288,2017-08-21T19:50:22Z,/* Honours */ sources
[[en:Kriss Akabusi]],796573276,2017-08-21T19:35:17Z,irrelevant
[[en:Kriss Akabusi]],796572602,2017-08-21T19:29:42Z,/* Early life */ BLP sources
[[en:Kimberley Walsh]],796560128,2017-08-21T17:48:12Z,uncited / tmi
[[en:Jeremy Meeks]],796559215,2017-08-21T17:40:06Z,sun
[[en:Jeremy Meeks]],796559073,2017-08-21T17:39:00Z,infobox devoid of useful info
[[en:Jeremy Meeks]],796558974,2017-08-21T17:38:11Z,missed a bit
[[en:Jeremy Meeks]],796558855,2017-08-21T17:37:04Z,way too much irrelevant personal information and poor sources
[[en:Sue Akers]],796552061,2017-08-21T16:38:34Z,Filled in 2 bare reference(s) with [[:en:WP:REFILL|reFill]] ()
[[en:Sue Akers]],796551967,2017-08-21T16:37:47Z,"better sources, slightly better description"
[[en:Pete Bennett]],796545771,2017-08-21T15:42:28Z,"some uncited tales of drug use, some misrepresented sources, etc.. Pete has at least two book-length biogs -- could we use those perhaps?"
[[en:User talk:Hillbillyholiday]],796410381,2017-08-20T17:10:55Z,[[Family Atlantica|the real deal]]
[[en:User talk:Hillbillyholiday]],796405133,2017-08-20T16:29:33Z,wee break
[[en:User talk:Hillbillyholiday/Archive 5]],796405093,2017-08-20T16:29:17Z,arch
[[en:Wikipedia:Biographies of living persons/Noticeboard]],796401466,2017-08-20T16:00:46Z,/* Britney Spears */ last
[[en:Wikipedia:Administrators' noticeboard/Edit warring]],796399281,2017-08-20T15:43:07Z,/* User:Hillbillyholiday reported by User:Nihlus Kryik (Result: ) */ ok
[[en:Wikipedia:Administrators' noticeboard/Incidents]],796398572,2017-08-20T15:37:32Z,/* Mass deletions and edit warring across celebrity articles by Hillbillyholiday */ done
[[en:Wikipedia:Administrators' noticeboard/Edit warring]],796397800,2017-08-20T15:31:18Z,/* User:Hillbillyholiday reported by User:Nihlus Kryik (Result: ) */ comment
[[en:Wikipedia:Biographies of living persons/Noticeboard]],796397264,2017-08-20T15:27:14Z,/* Britney Spears */ reply
[[en:Wikipedia:Administrators' noticeboard/Incidents]],796396743,2017-08-20T15:23:01Z,/* Mass deletions and edit warring across celebrity articles by Hillbillyholiday */ dis-graced perhaps
[[en:Javine Hylton]],796394849,2017-08-20T15:08:12Z,/* Personal life */ BLP sources
[[en:Paul Gascoigne]],796392528,2017-08-20T14:50:41Z,Reverted edits by [[Special:Contribs/82.7.164.66|82.7.164.66]] ([[User talk:82.7.164.66|talk]]) to last version by Martinevans123
[[en:Wikipedia:Administrators' noticeboard/Incidents]],796390215,2017-08-20T14:31:01Z,/* Mass deletions and edit warring across celebrity articles by Hillbillyholiday */ sigh
[[en:User talk:Hillbillyholiday]],796389134,2017-08-20T14:20:28Z,pic
[[en:Wikipedia:Biographies of living persons/Noticeboard]],796387838,2017-08-20T14:08:35Z,Leave Britney alone!
[[en:Britney Spears]],796386881,2017-08-20T13:59:28Z,"No, let's not. I provided a fair and accurate summation of the source. You are edit-warring to describe a ""public meltdown"" in Wikipedia's voice. It is a BLP violation."
[[en:Britney Spears]],796385971,2017-08-20T13:50:08Z,/* Legacy */ far better neutral wording
[[en:Britney Spears]],796384990,2017-08-20T13:40:36Z,/* Legacy */ better word
[[en:Chantelle Houghton]],796383949,2017-08-20T13:29:55Z,trim
[[en:Chantelle Houghton]],796382689,2017-08-20T13:15:47Z,/* After divorce */ BLP sources
[[en:Chantelle Houghton]],796382622,2017-08-20T13:15:01Z,"/* Media career */ trim uncited, shift and merge"
[[en:Chantelle Houghton]],796382329,2017-08-20T13:11:45Z,"""On the first evening, Houghton reported a potential problem: she had previously met [[Jodie Marsh]]'s brother while out clubbing. Happily for her, her fears proved unfounded."""
[[en:Chantelle Houghton]],796382116,2017-08-20T13:09:33Z,trim lede
[[en:Brian Belo]],796381645,2017-08-20T13:04:49Z,/* Personal life */ dating fluff
[[en:Marnie Simpson]],796381097,2017-08-20T12:59:00Z,/* Personal life */ tabloids
[[en:Nikki Grahame]],796380421,2017-08-20T12:52:15Z,ce
[[en:Nikki Grahame]],796379993,2017-08-20T12:47:51Z,/* Personal life */ trivial and poorly sourced
[[en:Nikki Grahame]],796379758,2017-08-20T12:45:32Z,/* Early life */ uncited
[[en:Nikki Grahame]],796379710,2017-08-20T12:44:58Z,/* Anorexia nervosa */ BLP sources
[[en:David Bull (craftsman)]],796377995,2017-08-20T12:25:21Z,interv
[[en:Antisemitism in the United Kingdom]],796348631,2017-08-20T06:27:13Z,Reverted edits by [[Special:Contribs/92.233.117.175|92.233.117.175]] ([[User talk:92.233.117.175|talk]]) to last version by Hillbillyholiday
[[en:Paul Joseph Watson]],796347695,2017-08-20T06:14:02Z,Reverted edits by [[Special:Contribs/174.52.228.178|174.52.228.178]] ([[User talk:174.52.228.178|talk]]) to last version by Hamer9393
[[en:Antisemitism in the United Kingdom]],796347304,2017-08-20T06:08:30Z,Undid revision 796346932 by [[Special:Contributions/92.233.117.175|92.233.117.175]] ([[User talk:92.233.117.175|talk]])
[[en:Talk:Shia LaBeouf]],796346903,2017-08-20T06:02:49Z,/* Recent deletions */ ce
[[en:Talk:Shia LaBeouf]],796346782,2017-08-20T06:01:03Z,/* Recent deletions */ :
[[en:Talk:Shia LaBeouf]],796346737,2017-08-20T06:00:33Z,/* Recent deletions */ fix
[[en:Talk:Shia LaBeouf]],796346681,2017-08-20T05:59:52Z,/* Recent deletions */ fix
[[en:Talk:Shia LaBeouf]],796346594,2017-08-20T05:58:50Z,/* Recent deletions */ strange
[[en:Leslie Ferrar]],796343418,2017-08-20T05:15:50Z,"tag, BLP sources"
[[en:Shia LaBeouf]],796342220,2017-08-20T05:02:01Z,"Sourcing issues among other problems, please start a discussion on talkpage"
[[en:Alanis Morissette]],796339999,2017-08-20T04:39:50Z,BLP sources
[[en:Kimberley Walsh]],796339356,2017-08-20T04:30:52Z,"/* Personal life */ [[Puff, the Magic Dragon|puffed up]] out of all proportion"
[[en:Talk:Farrah Abraham]],796338925,2017-08-20T04:25:51Z,embarrassing
[[en:Reggie Yates]],796338158,2017-08-20T04:16:48Z,/* Personal life */ BLP sources
[[en:Reggie Yates]],796338109,2017-08-20T04:16:02Z,better placed in Sundog article if there is one
[[en:Celia Barlow]],796337771,2017-08-20T04:11:22Z,/* Parliamentary career */ better source
[[en:Talk:Farrah Abraham]],796337080,2017-08-20T04:02:48Z,/* Sex tape material and celebrity sources */ :
[[en:Talk:Farrah Abraham]],796337053,2017-08-20T04:02:24Z,/* Sex tape material and celebrity sources */ reply
[[en:Alexander O'Neal]],796335616,2017-08-20T03:43:38Z,BLP sources
[[en:Danielle Lloyd]],796334092,2017-08-20T03:24:39Z,fmt
[[en:Danielle Lloyd]],796333964,2017-08-20T03:22:57Z,"/* Pageantry and early career */ a decade ago, what was the outcome?"
[[en:Danielle Lloyd]],796333898,2017-08-20T03:21:54Z,poorly sourced or uncited
[[en:Dappy]],796332482,2017-08-20T03:04:18Z,Filled in 5 bare reference(s) with [[:en:WP:REFILL|reFill]] ()
[[en:Dappy]],796332426,2017-08-20T03:03:28Z,ref
[[en:Dappy]],796332057,2017-08-20T03:00:10Z,oh me oh my what a doozy
[[en:User talk:Hillbillyholiday]],796330746,2017-08-20T02:45:11Z,/* August 2017 */
[[en:User talk:Hillbillyholiday]],796330690,2017-08-20T02:44:43Z,drama
[[en:Martin Shaw]],796330027,2017-08-20T02:37:53Z,/* Personal life */ uncited or poorly sourced
[[en:Wikipedia:Administrators' noticeboard/Edit warring]],796329683,2017-08-20T02:34:19Z,sigh
[[en:Wikipedia:Administrators' noticeboard/Edit warring]],796327612,2017-08-20T02:10:13Z,/* User:Hillbillyholiday reported by User:Nihlus Kryik (Result: ) */ ce
[[en:Wikipedia:Administrators' noticeboard/Edit warring]],796327494,2017-08-20T02:08:48Z,/* User:Hillbillyholiday reported by User:Nihlus Kryik (Result: ) */ re
[[en:Farrah Abraham]],796326748,2017-08-20T02:01:22Z,fix subh
[[en:Farrah Abraham]],796326652,2017-08-20T02:00:37Z,"/* 16 and Pregnant and Teen Mom */ better sources, cut one poorly sourced section"
[[en:Farrah Abraham]],796326319,2017-08-20T01:57:39Z,/* 16 and Pregnant and Teen Mom */ these sources too
[[en:Farrah Abraham]],796326112,2017-08-20T01:55:46Z,/* Early life */ don't think intouch is a good enough source for this
[[en:Farrah Abraham]],796325979,2017-08-20T01:54:45Z,"tag, big issues with sourcing, lordy, don't know where to start.."
[[en:Wikipedia:Administrators' noticeboard/Edit warring]],796324057,2017-08-20T01:36:50Z,/* User:Hillbillyholiday reported by User:Nihlus Kryik (Result: ) */ ce
[[en:Wikipedia:Administrators' noticeboard/Edit warring]],796324004,2017-08-20T01:36:13Z,/* User:Hillbillyholiday reported by User:Nihlus Kryik (Result: ) */ +
[[en:Wikipedia:Administrators' noticeboard/Edit warring]],796323285,2017-08-20T01:28:09Z,/* User:Hillbillyholiday reported by User:Nihlus Kryik (Result: ) */ +
[[en:Kanye West]],796323008,2017-08-20T01:24:55Z,Reverted edits by [[Special:Contribs/Sundayclose|Sundayclose]] ([[User talk:Sundayclose|talk]]) to last version by Hillbillyholiday
[[en:Wikipedia:Administrators' noticeboard/Edit warring]],796322843,2017-08-20T01:23:16Z,/* User:Hillbillyholiday reported by User:Nihlus Kryik (Result: ) */ fix
[[en:Wikipedia:Administrators' noticeboard/Edit warring]],796322712,2017-08-20T01:22:10Z,comment
[[en:Lee Evans (comedian)]],796320151,2017-08-20T00:55:26Z,no need for this section
[[en:Davinia Taylor]],796317623,2017-08-20T00:27:39Z,BLP sources and uncited
[[en:Shia LaBeouf]],796315548,2017-08-20T00:07:42Z,no reason given for restoration
[[en:User talk:Cclark0]],796312920,2017-08-19T23:43:19Z,
[[en:Anastasia Kvitko]],796312788,2017-08-19T23:41:50Z,prod
[[en:Scott Maslen]],796311885,2017-08-19T23:32:15Z,shift
[[en:Scott Maslen]],796311682,2017-08-19T23:30:08Z,/* Early and personal life */ BLP sources
[[en:Gaston Glock]],796311402,2017-08-19T23:27:38Z,/* Personal life */ ce
[[en:Gaston Glock]],796311284,2017-08-19T23:26:19Z,Filled in 2 bare reference(s) with [[:en:WP:REFILL|reFill]] ()
[[en:Gaston Glock]],796311203,2017-08-19T23:25:34Z,/* Personal life */ better sources
[[en:Gaston Glock]],796310516,2017-08-19T23:18:49Z,Filled in 2 bare reference(s) with [[:en:WP:REFILL|reFill]] ()
[[en:Gaston Glock]],796310374,2017-08-19T23:17:32Z,/* Murder attempt */ better source
[[en:Aisleyne Horgan-Wallace]],796309422,2017-08-19T23:08:05Z,"tag, ce"
[[en:Aisleyne Horgan-Wallace]],796309299,2017-08-19T23:06:49Z,/* Other work */ BLP sources
[[en:Aisleyne Horgan-Wallace]],796308963,2017-08-19T23:03:34Z,/* Early life */ BLP sources
[[en:Aisleyne Horgan-Wallace]],796308822,2017-08-19T23:02:20Z,Filled in 4 bare reference(s) with [[:en:WP:REFILL|reFill]] ()
[[en:Aisleyne Horgan-Wallace]],796308727,2017-08-19T23:01:33Z,/* Big Brother 16 & CBBBOTS incident */ rewrite
[[en:Stevi Ritchie]],796306991,2017-08-19T22:44:39Z,/* Personal life */ BLP sources
[[en:Chloe Goodman]],796306365,2017-08-19T22:37:32Z,expand -- it implied she's 'not' a feminist
[[en:Maria Fowler]],796304942,2017-08-19T22:22:54Z,prod
[[en:Maria Fowler]],796304840,2017-08-19T22:21:53Z,"cutting tabloids, uncited stuff. Probably needs to go entirely."
[[en:Noel Edmonds]],796301155,2017-08-19T21:49:56Z,Filled in 3 bare reference(s) with [[:en:WP:REFILL|reFill]] ()
[[en:Noel Edmonds]],796300813,2017-08-19T21:46:45Z,/* Noel's HQ */ cheap cheap cheap
[[en:Noel Edmonds]],796298794,2017-08-19T21:28:15Z,Filled in 2 bare reference(s) with [[:en:WP:REFILL|reFill]] ()
[[en:Noel Edmonds]],796298700,2017-08-19T21:27:21Z,shift sections
[[en:Noel Edmonds]],796298175,2017-08-19T21:23:04Z,/* Spiritualism */ better source
[[en:Noel Edmonds]],796297898,2017-08-19T21:20:08Z,/* Politics */ dm
[[en:Noel Edmonds]],796297635,2017-08-19T21:18:10Z,Filled in 6 bare reference(s) with [[:en:WP:REFILL|reFill]] ()
[[en:Noel Edmonds]],796297471,2017-08-19T21:17:01Z,"/* Personal life */ trim, tabloids, overly detailed"
[[en:Wikipedia:Biographies of living persons/Noticeboard]],796286139,2017-08-19T19:49:52Z,/* Amanda Bynes */ ce
[[en:Wikipedia:Biographies of living persons/Noticeboard]],796285939,2017-08-19T19:48:20Z,/* Amanda Bynes */ ce
[[en:Wikipedia:Biographies of living persons/Noticeboard]],796285744,2017-08-19T19:46:51Z,/* [[Amanda Bynes]] */ new section
[[en:Talk:Britney Spears]],796262079,2017-08-19T16:39:49Z,/* Recent deletions */ inevitably
[[en:Sarah Harding]],796260672,2017-08-19T16:28:21Z,Reverted edits by [[Special:Contribs/86.184.116.209|86.184.116.209]] ([[User talk:86.184.116.209|talk]]) to last version by Hillbillyholiday
[[en:Talk:Kanye West]],796258480,2017-08-19T16:08:42Z,/* Recent deletions */ amazing
[[en:Talk:Britney Spears]],796257580,2017-08-19T16:00:54Z,/* Recent deletions */ reply
[[en:Talk:Britney Spears]],796247598,2017-08-19T14:32:36Z,/* Recent deletions */ reply
[[en:Talk:Kanye West]],796245593,2017-08-19T14:13:54Z,/* Recent deletions */ reply
[[en:Kanye West]],796245126,2017-08-19T14:09:08Z,"per talkpage discussion these cuts were necessary (and more are e / the Bush stuff was still there Gentlecollapse6, I've re-added the transcript of 'that' speech as a footnote"
[[en:User talk:Hillbillyholiday]],796188445,2017-08-19T03:12:07Z,/* Your mass deletions */
[[en:Talk:Jackie Shane]],796187650,2017-08-19T03:01:58Z,/* Recent edits */ fix
[[en:Talk:Jackie Shane]],796187591,2017-08-19T03:01:12Z,/* Recent edits */ one last try
[[en:Talk:Megan Fox]],796185941,2017-08-19T02:38:57Z,reply
[[en:Britney Spears]],796184722,2017-08-19T02:22:50Z,"If you'd took the time to read the changes and to read the article, you'd see that most of this stuff you're adding is either repetition or blatant overquoting. ps. And there's a BLP violation."
[[en:User talk:Hillbillyholiday]],796183932,2017-08-19T02:13:44Z,/* Your mass deletions */ reply
